,Brand,Headline,Review,Grade
4644,Starbucks,Starbucks Tonbridge high street - AVOID!!!,"Visited Starbucks in Tonbridge High Street. 3 members of staff working, no one in front of me waiting to order. We stood there for at least 5mins patiently, all the while being completely ignored by all 3 of the staff. It was only when I stepped right up in front of the till that one lady looked at me (almost in disgust) and said “I’ll be with you in a minute” Why I had to wait 5mins for that I don’t know. That should have been as soon as I appeared. To continue the bad service, I then stood and witnessed order after order coming through on Uber eats or Deliveroo (whoever you use) which all got sorted straight away, queued up in front of my order which still hadn’t even been taken by that point. It was at this point that I walked out and went to Costa just along the high street. I appreciate the way people shop has changed and online is much more popular....but maybe you should think about closing your high street shops and opening up delivery hubs as it seems as though actual customers coming in in person to order a coffee (shock horror, how dare I?!) are far too much of an inconvenience. Terrible terrible service Starbucks.",1
4645,Starbucks,They are fools,"They do not sell any stars and when I asked for money they refused to give it to me, those fools.",1
4646,Starbucks,Ok I get it,"Ok, I get it. You can't spell names properly in the hope that people post it and it's free marketing. Service has decreased significantly in the last few years and staff aren't exactly the friendliest. Sort it out please",2
4647,Starbucks,good and expencive,"everything is cool, coffee is fantastic, but where did they get these prices from? overpriced 100%",4
4648,Starbucks,A must for coffee lovers!,"I loved the store! Though they are famous for their coffee( love that, cafe mocha and all), I love  their hot chocolate, it's delicious. Another drink, a new for me at least, is the ice shaken hibiscus lemonade - extremely refreshing and novel.",5
4649,Starbucks,I was a coffee aholic as soon as I …,I was a coffee aholic as soon as I  became a waitress. I did not drink coffee in my younger years I even hated the smell of it. I never even heard of Starbucks as it was not so popular in the 80's. From 2009 I became addicted for the worst part it weakened my system any kind of coffee. Before they roast the beans they spray them or soak them in molasses and then process the beans to roast. After stopping to drink coffee for two weeks I felt healthier. The best to accompany the beverage is lady fingers!,5
4650,Starbucks,BEWARE When You Drink From Their Coffee Cups,"I have been a loyal SB Gold Card member for more than 10 years. Each day I buy 2 beverages, and on occasion, food or snack items.On a recent trip to a location in Florida, I ordered a hot coffee and other items. When I picked up the coffee from my car cup holder, the sides of the cup pushed in causing the lid to pop off and the coffee to spill on the center console of my car. Right on top of the technology ball that controls my radio, XM, NAV, cell, and internal features of the car.This is not the first time this has occurred. This is caused by the employee grabbing the cup and creasing the top pushing their fingers together and creating a crimp in the ridge. The crimp causes the lid to not properly seat on the top ridge of the cup causing it to pop off when you grab the cup toward the top of the outside about 4-6 inches from the top.SB has determined because the coffee was in my car at the time it spilled, they are taking no responsibility. I have decided based on the negative response I received from Starbucks Customer Service, I will no longer step foot in a store again, buy any of their products, or retain their stock going forward.",1
4651,Starbucks,Ok make no mistake  I love Starbucks  I…,"Ok make no mistake  I love Starbucks  I really like the staff at my local Starbucks  here at 1900 Contra Costa Blvd pleasant hill ca  But.....(yes always a butt in life LOL)  anyhow,   why is  their  online app says they are out of certain drinks but you go in and you can order that drink or food ????  Who updates the apps , ???? And why in general  does  Starbucks  offer things on menu and it is taking forever  to get it? as in Peach juice???? For christ sake , its summer time. !!!!! Get it together....",4
4652,Starbucks,Worst Starbucks ever!,Worst Starbucks ever!Terrible customer service not friendly and rude.Luke warm coffee at best.Very disappointing.,1
4653,Starbucks,Awful experience and customer service…,"Awful experience and customer service in the lincoln drive thru on roman gate, music blaring staff cant hear anything just shouting at eachother, tables unclean,no sanitizer, toilets smelt awful no wipes/loo roll this was my daughters first experience as she really wanted to try it out as a treat (6yr) it was awful experience for her and other customers",1
4654,Starbucks,Horrrible experience.I ordered a venti-…,Horrrible experience.I ordered a venti- they filled it with ice which is normal- and the drink still didn’t fill the cup of ice. the liquid came half way up the venti cup. Terrible customer service-,1
4655,Starbucks,Not as bad as people want you to think,Not as bad as people want you to think. The coffee is overpriced but service os good and it is nice.,4
4656,Starbucks,Free Palestine!!,,1
4657,Starbucks,The employee is sitting making side…,"The employee is sitting making side talks inside Groger starbucks while I am standing in line, taking her time chatting then leave to continue chatting while pretending to make the drink slowly. The store is in Katy, TX 77494 at 5:19 pm 5/21/2021. She was transferred to another store in cypress. The other one was washing things not even looking.  Terrible experience.",1
4658,Starbucks,Just ok,Just ok. I ordered a venti and it was just ok.,2
4659,Starbucks,awesome drinks,"awesome drinks, but wish the menu was more diverse!!",3
4660,Starbucks,Starbucks worst Rewards Programme,"This coffee chain has to have the worst rewards program EVER.  Most coffee shops offer rewards system where you buy so may coffees and you receive a free drink, Most are, buy between 6 and 10 coffees you get 1 free  Starbucks is horrific.  Spend £150 to get a free coffee,  averaging the need for you to buy 50 coffees to get one free.  So you spend £150 to get a free coffee that cost them around 50p to provid.  WHAT A RIP OFF AND WASTE OF TIME.",1
4661,Starbucks,Terrible product and terrible company.,Terrible product and terrible company.. will never be going back,1
4662,Starbucks,Supporting violence!! We stand with Palestine 🇵🇸,Supporting violence!!! We stand with Palestine 🇵🇸!!!!! No one can stop us. We will boycott your drinks!,1
4663,Starbucks,The review is for the company…,The review is for the company supporting the Zionist state of Israel and the way they fund them for killing innocent Palestinians.I’d rather go elsewhere than this shitt hole. Shame to this crap company.,1
4664,Starbucks,Poor poor stinks of crap,,1
4665,Starbucks,NOT ONLY DOES YOUR COFFEE TASTE AWFUL…,"NOT ONLY DOES YOUR COFFEE TASTE AWFUL NOW, YOU MINIONS WHO WORK THERE IN ANNA CAN'T EVEN MAKE A DRIP COFFEE WITH HEAVY WHIPPING CREAM INSTEAD OF HALF AND HALF.  TAKING AWAY THE EQUAL AND SWEET N LOW IS A BIG MISTAKE.  THOSE OTHERS LEAVE A NASTY AFTERTASTE AND RUIN ANY COFFEE YOU GET THERE THAT MIGHT HAVE BEEN GOOD.  I AM A MEMBER SINCE FOREVER AND I AM PISSED.  I WILL FIND A NEW COFFEE SHOP AND STOP MY AUTO RELOAD OF MY CARD.",1
4666,Starbucks,Sick of ppl that are on well fare going…,Sick of ppl that are on well fare going to Starbucks now that they have extra money.  Those of us that have always gone to Starbucks have to wait in longer lines.  Get a job instead of profiting from the Government.  Even walking in to get your Starbucks you have to wait longer bc they are serving drive thru (lazies) 1st.,1
4667,Starbucks,Starbucks in Staines has the moodiest,"Starbucks in Staines has the moodiest, ugliest and unhappy personnel I ve never seen in my life. You might be the happiest customer that will walk into the shop the treatment from the team is so bad that will ruin your whole day and you will leave pissed off. I don’t know what is wrong with the people there especially one lady that looks like a man, she is always pissed off, angry, moody and scary getting confused telling you I don’t think is your drinks when you are the only one in the store and throwing you the straws as well. So you really employ those people and want to keep them when when they do so bad customer service?? Is a joke!!",1
4668,Starbucks,Everything is too expensive and it's…,"Everything is too expensive and it's not really an fancy or whatever ""experience"" the brand tries to promote. You enter the shop, buy expensive coffee. That's it. The end. Also, Starbucks is like luxury brands where you buy super expensive stuff not because they are worth it, but because of bragging and let people know you have money, which is stupid.",1
4669,Starbucks,Starbucks NY,"I heard many weird stories around Starbucks, but I never had such experience. People working there are very kind, prefer to keep their work concrete, and communicate very well with their surrounding",5
4670,Starbucks,Shame on you keeping rudy employees at…,Shame on you keeping rudy employees at your location in 76013,1
4671,Starbucks,Keep your germs to yourself!,"Used to frequent Starbucks. Unfortunately, now that they're bribing their employees to get the COVID jab, we won't be customers here. I'd rather not have virus particles shed all over my breakfast pastry and coffee. YUCK! ✌",1
4672,Starbucks,Barrista Habits,"My friends at the counter always greet me by name and put a smile on my face! It's so hard in a face paced world to be appreciative of others' hard work, and the employees at Starbucks remind us to be gentle in the most genuine interactions.",5
4673,Starbucks,Verisimo machine rip off!…,We foolishly bought a Verisimo machine from Starbucks--paid over $200 for it and loyally used it and bought pods for the machine from Starbucks--ca ching ca ching.  Without any notice the machine stops being made and then the pods also stopped.  So..we have a perfectly fine machine with no way to make coffee!  The customer service dept is only authorized to give you a 50 gift card--so you still have to spend the money at Starbucks and no other recourse/refund or satisfactory outcome.  I was told to just throw the machine away as there is no use for them.  I am horrified.  As a loyal customer I am shocked at the lack of true caring.  Really dishonest and disinge,1
4674,Starbucks,My first experience Starbucks,"My first experience was in Jordan in 2017, it had a special test.",4
4675,Starbucks,I bought their store brand coffee to…,I bought their store brand coffee to use at home. Its so bad!!The colour is black and the smell is disgusting! Had 3 mouthfuls and it took ages to get rid of the taste🤮. It has put me off getting their coffee from the cafe! What are they putting in this coffee!!,1
4676,Starbucks,"Starbucks keep all your personal data ""for record keeping purposes"" even if you request to have your online account removed","Recently, I have been trying to remove many online accounts that I no longer use. Starbucks gave a very interesting response and said they won't be able to delete my account when I requested them to do so. I was informed to remove my name address credit card info etc online on my own instead and refused to delete my online account. ""Kelly, I understand your concerns about deleting your account and I would like to assist you with this, but for record keeping purposes, we are unable to completely delete an account. However, to remove information from your Starbucks account, and log in to your account."" Be wary of this, don't sign up for an online account with them or download their apps. It seems like once you have done that, you don't much control over your account. From this incident, I have a feeling that Starbucks doesn't value customer's privacy and right, they most likely will sell your data and use it for their company's own gain. Be wary.",1
4677,Starbucks,Porn rabies,"This is pure disgusting behaviour,i went here to purchase a coffee sandwich bouncy castle and they gave me a fortnite battle bus that was uncooked.I went back and complained and they said i should finger myself with a plug socket and swallow weedkiller.I decided to go to mcdonalds and buy a flavoured glitch handkerchief with a side of money handles.I used this to squirt over the employees and make them gay.Never going to this diceased disease ridden slave hotel ever in the next 5 mins.Appauling!!!!!!!!!!!!!!",1
4678,Starbucks,the best coffee shop all over the world!,,4
4679,Starbucks,Really very disappointing and regularly overcharging me,"Really very disappointing. I really like Starbuck, I like the coffee, I like the culture. But I recently discovered that they have been charging me different prices at the same store for exactly the same order. Took this matter up with the store manage who told me I needed to contact customer service. WHAT! It's his store that has been overcharging me. His staff under his command. So, contacted customer service. They give me a £5.00 voucher. Unbelievable. I've overpaid mire than this. So, reporting to Trading Standards and will take the matter to the Board of Directors. If I am being overcharged on a regular basis, who else is? Surely it cannot just be me. All I want is for them to fix this so I can go back to enjoying the experience.",2
4680,Starbucks,I love Starbucks,"I love Starbucks, very nice concept, very useful also to work when you are abroad.",5
4681,Starbucks,I will never buy your overpriced coffee…,I will never buy your overpriced coffee again. Go woke get broke. See ya.,1
4682,Starbucks,Overpriced overhyped junk,Overpriced overhyped junk sold by arrogant greedy commi’s.  The company endorses radical anti American political views.  Stop supporting false narrative virtue signaling companies who actually hate patriot Americans and military service men and women who have sacrificed all to give us freedom and liberty.,1
4683,Starbucks,Pricey yet coffee is boring,,3
4684,Starbucks,The girls at the Starbucks in Target in…,The girls at the Starbucks in Target in Osage Beach Missouri r awesome they know my drink they r they talk to me they're always super friendly I won't go to any other Starbucks but there's are the only ones that make my drink right I just like to say Ty to them from James,5
4685,Starbucks,The best coffee in Dublin,The best coffee in Dublin Rathmines,5
4686,Starbucks,I enjoy some of the recent items they…,"I enjoy some of the recent items they have introduced, overall great value.",4
4687,Starbucks,I love Starbucks but especially the one…,"I love Starbucks but especially the one on Clark and Belmont in chicago, il. Talk about A1 customer service. Xo",5
4688,Starbucks,I usually enjoy Starbucks but...,"I usually enjoy Starbucks, it’s overpriced but it hits the spot sometimes. But their food, and their drinks, are very overpriced. I ordered Backn Gouda Sandwhich and it’s smaller than moon pie or the bottom of a soda bottle. It’s so small for what, almost $5? That’s ridiculous. I was expecting somewhere at least a bit bigger than my palm. I’m disappointed :(",1
4689,Starbucks,I personally love Starbucks,"I personally love Starbucks! I don’t usually get it that often but when I do I always get the same thing. I get a caramel frappe. Now here is the thing when you go to certain Starbucks locations. I usually go to the same one every time so they know my order, but when I go to a more convenient one for a quick drink they always mess up my order. That is not really a big deal but when they start getting angry with me I get upset. I can understand where they are coming from. But I always want to try something new but I am not sure if I will like it. And it would be a waste of money to buy something and not like it. I wish there was a way that you could sample a drink for free or little charge.",5
4690,Starbucks,Vente does not mean large,Vente does not mean large Grande: large in SpanishTall: largeVente: 20 in ItalianGood job Starbucks is stupid in 3 languages,1
4691,Starbucks,For the last week or so I've tried to…,"For the last week or so I've tried to order Starbucks onmy Mobile App and could not. because each day i triedto order and the app tells you the item( Grande Frappe& Classic Oatmeal) are sold out. but when you go to thestore at Perry Hall location they tell you oh don't worryabout it we have everything in stock, i put money onmy mobile app to pay that way. not to have to drive to the store. especially when i am sending someone to get my order. this needs to be fixed. if the items are in the store they need to be on the mobile app. this is happening to much and it makes me not to want to order from there anymore or just go to another coffee location.",1
4692,Starbucks,North Valdosta Road Starbucks,"North Valdosta Road, Valdosta Ga Location4/6/2021 The girl working the drive through around 6pm, once I ordered said, ""You want no coffee in that?"" (being a smarta**)... then said ""I can't with you""... Yes out loud on the speaker. Hire more respectful employees and I might come back. Otherwise Red Owl just earned my business! If I could give a Zero I would for the way I was treated.",1
4693,Starbucks,Used to have good customer service,"Used to have good customer service, guess they out sourced it. Last coffee I purchased was gross. Acidic and nasty. Could not drink it. Better coffee at a better price elsewhere!",1
4694,Starbucks,wonderful workers!,Great location! The baristas are so nice. Especially Jake! He is so kind and always has the perfect drink ideas!,5
4695,Starbucks,There are always out of plain bagels…,There are always out of plain bagels 🤦🏽‍♀️And they have extra of like raisin and cinnamon but never plain even when it’s early in the morning,1
4696,Starbucks,Very bad online shopping experience,"I purchased starbucks cups from it's online shop, then unfortunately found they are wrong size. I requested return. After multiple emails and phone calls, I still haven't receive one email to let me know if return request been approved and how to process return.Extreme disappointing for their online store customer service.DO NOT BUY ITEMS FROM STARBUCKS ONLINE.",1
4697,Starbucks,Starbucks Frappuccino Uber Eats,"I ordered a Starbucks Frappuccino to be delivered through uber eats (which is a blended ice cold beverage) and the time it was going to take them to get me my order was 30-40 mins. Which is an incredibly long time for a cup of coffee to start with...however, I went ahead and ordered. My order time was delayed 3 different times because they were having a hard time finding a driver and was almost an hour late from the original time that was quoted, on top of the 40 mins I already had to wait for it to be prepared. When it arrives, it is completely melted and liquified. I was not notified that my order would be late or that they were having a hard time finding a driver, I had to go back to their page and look this up myself. Had I know this, I would have just gone and picked it up myself. I live down the street from Starbucks but was working so I opted to pay to have it delivered....however I could have driven there and back 11 times faster than it took for my order to be delivered today and I would have gotten it still iced and paid less money. I write this as a review for Starbucks because I have yet to be able to find another food delivery service that will pick up Starbucks orders except Uber eats. I am not sure if there is contract In place there but if so, I feel as though that should be reviewed because the service from uber eats and how they do business was unacceptable in my eyes. I don’t think it was on the fault of the restaurant because the drink is melted so clearly they made it when they got the order and I don’t think it’s on the fault of the driver because once a driver was assigned, he was very fast. This seems to be an issue with Uber eats themselves and how their system is set up to coordinate And schedule these transactions. On this particular reviewing website, 22,000 people had given reviews on Uber Eats and 95% of them were in the “bad” category (the worst rating you can get). It just says something about the level of customer service uber eats offers, when I feel like Starbucks values customer service and ensuring the guests are taken care of.",1
4698,Starbucks,Decent coffee but a little expensive.,,4
4699,Starbucks,I ordered a mango dragon fruit…,"I ordered a mango dragon fruit refresher today and at the window, the girl gave me my drink and she said that they didn’t put any dye in it (which, I didn’t even know that they did that in the first place) and it looked like just straight lemonade. It still kind of tasted like a mango dragon fruit refresher but mostly like lemonade. Now sitting here about 3 hours later, I feel deathly ill. Haven’t eaten anything different today so I’m assuming it’s from the drink. Disappointed.",1
4700,Starbucks,Sometime good and sometime bad,Before a month its taste was just awesome but the last week its taste was totally different.,3
4701,Starbucks,Bad reviews,"Starbucks from NOGALES confused my order.  One of the employees was messing around with a customer not wearing a face mask plus they were letting her go behind the counter to make coffee when I believe she was not on the clock and not even sure she worked there, so I can not assume but that really bothered my mom and me. We were trying to enjoy a nice coffee when we couldn't be in the lobby so we had to be outside due to protocol and it made us uncomfortable  when a customer was able to do whatever she wanted inside the Starbucks when everybody else had to follow the rules of social distancing. In the end that is very unprofessional. I am a regular customer and I had not had any issues what so ever at the starbucks in Tucson but one in Nogales.",2
4702,Starbucks,Walked in to Starbucks at southern…,Walked in to Starbucks at southern cross station Spencer St sign on the door says face masks must be worn NOT one of there staff behind the counter has a mask on neither did most of the patrons. What a joke Starbucks why bother having that sign on the door and social distancing I don’t think they know what that means .. shame on the staff that work there and shame on Starbucks,1
4703,Starbucks,Confused!,"I have been to Starbucks more times than I can remember. They have a variety of wonderful coffee offerings.Lately I have switched to drinking Decaff coffee.The last several times I have ordered Decaff coffee, I was told only a pour over was  available.I have tried the pour over and was dissatisfied .It was tepid and weak.On another visit I expressed my dissatisfaction with the Decaff pour over and was offered a Decaff  Americano as an alternative. The Americano was hot enough ,but was very weak. Only after doing a google search did I learn that cafe Americano is  watered down coffee. Who would want watered down coffee anyway? I have written to Starbucks to ask why Freshly brewed Decaff is not available. I was told it is ,but only in the early morning hours and untill 10 am. This is not the case. Starbucks offered me a gift card which was nice,but I told them I want an answer as to why Freshly brewed decaff is not available all day like their other coffee products. Starbucks has a multi-billion dollar operating budget but cannot offer freshly brewed decaff albeit to the few that request it! As of now , I still have not  been able to find  a Starbucks that offers a fresh brewed cup of Decaff. I have been to at least 6 different locations in the surrounding NY areas. I now have given up on ordering Decaff. Can you please answer my question as to why Starbucks does not have freshly brewed  Decaff available? After all ,7-11 and Dunkin Doughnuts does!",1
4704,Starbucks,Destroyed Southwest Breakfast Wrap…,"I don’t usually go to Starbucks because their drinks are honestly not worth the price or the calories, but I took my little sister there one morning to switch things up for breakfast. I just so happened to order their Southwest breakfast wrap and after I have received it and left, I see it’s totally destroyed. Smashed and cut open. I attempted to eat it but all the contents fell out. Totally not worth the price if they can’t even insure in tact food orders.",2
4705,Starbucks,My go-to coffee shop to get things done,"Although the coffee there is not the fresh, premium kind like other boutique coffee shops, I found Starbucks is a decent coffee chain to go to if I need to get some things done on my computer. The wifi is mostly reliable. The volume and selection of music is usually good for concentration. The option to change the coffee to decaf and the regular milk to soy/almond milk is a nice touch when I'm in the mood for something lighter later in the day.",4
4706,Starbucks,Unsanitary,"Employees generally nice. Always get black tea for morning bev cuz their coffee sucks.Since Covid started I’ve noticed every single SB I go to the employees ALWAYS rub their nasty ungloved hands onto my drink lid when they top drink with it. My mouth is going there!!! Meanwhile you’re lectured about masking, standing 6 ft apart and at some SB customers have been reprimanded for not wearing mask in drive thru! Love the double standards",2
4707,Starbucks,I have recently slowed my Starbucks…,"I have recently slowed my Starbucks consumption to a very minimum due to the cost of everyday usage. I not treat myself when necessary. I also recently moved to Dacula, Ga. and was a little wary of the service at my local Starbucks on Dacula Rd.  Well last friday morning I treated my self to my usual white chocolate mocha with the extra shot and those delicious roasted red pepper egg white bites. The egg white bites looked very bad like they had been dropped on the floor and I did not want to eat them. Well Michelle the manager was extremely kind when I called and immediately said she would replace them. She went over and beyond when she gave me a new coffee as well the next monday morning.  Thanks Michelle! You sealed the deal for me! MY NEW STARBUCKS!! Dacula rocks!",5
4708,Starbucks,average coffee they are loosing there…,average coffee they are loosing there touch day by day !,3
4709,Starbucks,They made it incorrectly twice. Then downsized my order because they had to do it a third time.,"Ordered soy no whip due to dairy allergy. They made it wrong twice by putting whip on it. The third try was correct, but they put it in a tiny child size cup. When I asked why it was so small, he got rude and said because they had to re-make it twice. They made the mistakes that could have made someone very ill and chose to punish the customer for it. They also got the size of my friend's drink wrong and that had to be sent back also. The actions of the staff at Starbucks this morning demonstrate not only the lack of food safety for people with allergies, but a perverse need to punish the need for food safety.",1
4710,Starbucks,scam site,"scam site, don't waste your time in this stupid site with stupid developer. regreeting so much after putting my energy and time in this",1
4711,Starbucks,Coffee was okay,,3
4712,Starbucks,Wanted to over charge us because they ran out of iced Venti cups!,My husband and I and our two teenage daughters waited in a really long line of cars in the drive-through to order a couple of iced Venti lattes. We could not go in because they put a sign saying they were closed due to Covid. When we finally got up to the window to order they told us they were out of iced Venti cups so we asked if we could just have the warm latte cup instead and they said no. They told us our option was to order all tall or grande coffees instead. Our plan was to get a couple of Vente iced lattes to share so we asked if we could just get a couple of extra cups and we could split it or if they could give us all tall iced lattes and just charge us for the price of a Venti. Their answer was absolutely no on everything. So essentially we would have to spend quite a bit more money to get what we wanted because they ran out of cups! They were completely inflexible and it was a terrible experience all the way around and a complete waste of time. Why should we have to pay extra money because they ran out of cups?! Where is the customer service??  We left without our coffee and went to Kwik Trip instead This was the Starbucks in Johnson Creek Wisconsin.,1
4713,Starbucks,Manchester & Ries west county,"I go to the Manchester & Ries location in west county, MO almost everyday and everyday without fail it’s a lovely experience, everyone working there is so kind and hardworking and it makes my day going there.",5
4714,Starbucks,The coffee here is pretty good and…,"The coffee here is pretty good and strong (especially early in the morning), but it's very over priced in my opinion. Although, these days even locally owned coffee shops are pricy. I like their cold brew.",3
4715,Starbucks,Burnt taste coffee plus very expensive,"Bought me a grande cappuccino, to my surprise the girl making the coffee did not use gloves. so when she placed the lid  on cup she touched it with bear hand.On top of that the coffee had terrible burnt taste. Won’t be buying their coffee any time soon.",2
4716,Starbucks,Horrible,"Horrible, $5.36 for a fake ham and egg, cheese tasted spoiled, ham must have come out of a trash dumpster, and the egg I think is a rubber dog treat, beware of this sandwich, if this is an example of there food quality I am sure the rest is no better!",1
4717,Starbucks,I appreciate packed coffee.,,5
4718,Starbucks,Everyone has their own opinion-this is…,"Everyone has their own opinion-this is mine. I sometimes go to Starbucks by choice, when they introduce new flavors that I want to try. All of those are excellent and worth the price to me. I love the staff here in Estero Florida. They greet you when you enter and say have a nice day. Yesterday when I picked up my new handcrafted drink they said ""Would you like this extra tall iced coffee nobody picked up. Yes of course thank you very much a said. A act of kindness.",5
4719,Starbucks,Over priced house coffee and overrated company,"I only get the large house coffee (pike place) from Starbucks, it is NOW $3.19??? I already thought it was a bit over priced when it was still under $3.00 I will be taking my business to Scooters or 7-Eleven or QT that is waaaay overpriced for water and grinds. What makes a large cup of house coffee $3.19??? Did someone carry it by foot across the land 100miles to the local Starbucks? It’s time for another coffee house to pop up on every street corner and give Starbucks a run for their money. Starbucks is highway robbery if you ask me.",1
4720,Starbucks,It was so disappointing and disgusting…,It was so disappointing and disgusting to find hair In my coffee I even have pictures I would never go to Starbucks again even though I’m addicted to their drinks. I threw up after seeing that hair inside my cold drink !,1
4721,Starbucks,Usually pretty good,"Usually pretty good. I stop at a lot of Starbucks while on the road going from client to client, using heir wifi to do paperwork from the last client and having a quick snack and a coffee.  Some of them are more packed than others and some don't offer the same level of seating as others, but they are usually pretty uniformly ok throughout. I prefer them to the other franchised coffee chains.",4
4722,Starbucks,Nice Place to Hangout,Awesome infrastructure and taste. Such a great experience.,5
4723,Starbucks,You guys rock!,,5
4724,Starbucks,Great staff,Great staff. They must be really selective with poeple they employ because every starbucks i ever went the staff is always nice and with a smile on their faces.  Also if you haven't tryed yet - Caramel Frappuccino - you're welcome!,5
4725,Starbucks,Great Place,"People. It's COVID. Yes, they all took indoor seating away for a reason, because CDC and Government regulations.Oak Park, IL Starbucks on Euclid:These people are amazing. I love most of the people who work here. The 1 manager is awesome at his job.Yes, sometimes they get my order wrong. To be honest, I think this is because the music is too loud. They will remake it for you at no extra charge.Pre COVID:Great talking to these workers, very friendly. Loved to sit inside and read a book or go on my laptop.A+",5
4726,Starbucks,Love starbucks BUT stopped going after all seating areas were removed,"My husband and I love starbucks coffee however we stopped buying since they removed all seating areas. Part of why we pay 5$ for a coffee is because we enjoy sitting there, studying, working or simply just sitting there and chilling for half an hour + we love their coffee and pasties. But we're not paying total of 10$ to drink the coffee on the sidewalk or at home. We've been going to other cafes with seating areas and making our own coffee at home. Otherwise we never had any bad experience there.",3
4727,Starbucks,COVID made me get some gift cards and switch to online deliveries when possible.,"And I'm satisfied with that. Pretty decent experience overall, nothing too outstanding. Starbucks as usual.",4
4728,Starbucks,Order isn’t right,"I order from Starbucks quite a lot, way over priced, and usually don’t actually get what I see in the pictures, but it tastes good",3
4729,Starbucks,Good experience overall,"Good experience overall, would recommend",4
4730,Starbucks,Terrible coffee taste is disgusting and…,Terrible coffee taste is disgusting and the service is generally terrible also then you get overcharged on top of that awful company,1
4731,Starbucks,I can't resist coffee and Starbucks hot…,I can't resist coffee and Starbucks hot or cold caramel macchiato is my go to coffee every single day.,2
4732,Starbucks,They wouldn’t serve us,They wouldn’t serve us. My boyfriend is a veteran that has PTSD and can’t wear a mask and I also have health issues that can’t wear a mask also. They refused to take our order.,1
4733,Starbucks,Starbucks at the Grocery store (no…,"Starbucks at the Grocery store (no cameras) just i phones??? I was askwed to leave when I attempted to take a professional image (no faces) of the Starbucks store (in the grocery store) where I spend 400.00 on Starbucks alone each month for 4 yrs. I told the store manager when asked, what are you doing? I was courted to the door, Im no secret shopper, I would like to get myv13.00 order which was ready, before I leave. Beautiful image from the outside and great dedicated Starbucks and store employees. Go see for yourself. Corner of Lakeline and Crystal Falls. Leander,TX.",5
4734,Starbucks,Unbelievable horrible service,"Unbelievable horrible service. I ordered a large drink, and when it came out after waiting 10 minutes, my drink was a small. I told the barista and she shrewdly rolled her eyes and looks at my drink and says it only comes in a small and I got charged for a large. When speaking to Starbucks about the service, all they do is pass you from one persons to the next even though you reply to the same email. They have no respect for customers anymore.",1
4735,Starbucks,Small starbucks in a local grocery…,Small starbucks in a local grocery store.Concerned about the santitizing cleanliness of making your drinks.The lady taking the money .. gets the cup touching top of it ..Writes name.. and then gets the cap all using her hands at the top of it. Received my $4.00/  hot chocolate .. I was concerned and wiped it with my santitizing wipes in front of their business. I would have expressed but more customers behind me.During this pandemic..more care and concern for others  should be shown,3
4736,Starbucks,Absolutely overpriced and not that…,Absolutely overpriced and not that good. Also the customer service isn’t good at all. They waste so much food and beverages every day. Not good at all.,2
4737,Starbucks,Bacon & Cheese is NOT a Signature dish,"For many years I've gone to Starbucks and I occasionally bought the All Day Breakfast Sandwich lovely sausage bacon & egg now its been replaced by a Signature Breakfast with a far less quality at the same price.I have to say to Starbucks there is nothing Signature about Bacon Cheese and tomato on what appears to be a hot cross bun To say I'm disappointed is an understatement, why do The Americans keep trying to reinvent the wheel a UK Breakfast is bacon sausage and egg always has been always will be",1
4738,Starbucks,As soon as he sees me walk in the door…,"As soon as he sees me walk in the door he has my croissant warming up. This group is always nice, friendly, and knowledgeable, they work very well as a team, great job!!!! They all know my name, I feel at home.",2
4739,Starbucks,I will never again make a purchase or…,I will never again make a purchase or support anything that has to do with Starbucks. Requiring masks of your customers is an infringement on our rights! Playing into the political crap speaks volumes to the type of people this company is and I will not support those kind of people.,1
4740,Starbucks,Coffee is great but not the service,"I can't resist coffee and Starbucks hot or cold caramel macchiato is my go to coffee every single day. But sometimes, they should also take into consideration that excellent customer service is always a must.",4
4741,Starbucks,As soon as he sees me walk in the door…,"As soon as he sees me walk in the door he has my croissant warming up. This group is always nice, friendly, and knowledgeable, they work very well as a team, great job!!!! They all know my name, I feel at home.",3
4742,Starbucks,Starbucks Clayton worst service and…,Starbucks Clayton worst service and disgusting drinks that were half empty .Bought large drinks they were half empty They didn’t put any flavouring in the drinks most disgusting coffee I’ve ever had fromA Starbucks before,1
4743,Starbucks,Fave cafe,Perfect place to hang out with friends. Hot Caramel Macchiato and Java chip cookies are the best!,5
4744,Starbucks,hi i was v v v dumb today and ordered…,hi i was v v v dumb today and ordered at the wrong starbucks but the staff at the smoky hill & himalaya were so sweet :( so yeah just thank u for workers like that ! <3,5
4745,Starbucks,I go to the Starbucks in Manorville morning!!!,I go to the Starbucks in Manorville on Long Island every day and their employees are the greatest people to see & talk to in the morning.   Ally M & Janice are really like my friends and they make my morning so pleasant!!! We should have more people like them in this world... and by the way my coffee is always delicious too !!!!!!   So I'd like to give them a BIG THANK YOU & XOXOXOXOJoanie,5
4746,Starbucks,I have been a customer of Starbucks for…,"I have been a customer of Starbucks for years. I love their coffee quality. Starbucks creates an environmentally fitting place, giving them a genuinely natural and positive atmosphere. They also have the best staff, they are friendly and helpful at all times.",4
4747,Starbucks,Highly Recommend,"I can remember the first time I had my Starbucks, it was a Java Chip Frappuccino, this drink convinced me to explore more. What I liked about Starbucks more is they seem to use a super creamy whip cream. It gave balance to the sweetness of the drink alone. I have tasted other coffee shops with a sugary and super sweet whip cream and I do not like the overall taste at all.",5
