,Brand,Headline,Review_not_corrected,Grade,Review
5704,Grubhub,Never again,"Never again.   Grubhub is the worse delivery service.  2 times in a 5 day period and in 2 different states.  First order I ended up calling, canceling, and picking my order up myself because it was going to be 30+ minutes later after an already 30 minutes wait for fast food.  Surprisingly grubhub did refund me the fees.   So I got back to knoxville decide I'd try them again since I have seen more activity here with them.  However, wrong move.  Called restaurant to see what time food was picked up; told close to an hour before delivery.  I only live 10/15 minutes from the restaurant.  I was also told a girl picked it up and not the guy that was on the order and delivered it.  Now I wonder if I should eat the food or not as they had it for an hour; who knows what they did to it.  All grubhub would do is a $5 promo code, but why as I will never be using there service again.   And I suggest Noone use their services.",1,"Never again.   Grubhub is the worse delivery service.  2 times in a 5 day period and in 2 different states.  First order I ended up calling, concealing, and picking my order up myself because it was going to be 30+ minutes later after an already 30 minutes wait for fast food.  Surprisingly grubhub did refund me the fees.   To I got back to knoxville decide I'd try them again since I have seen more activity here with them.  However, wrong move.  Called restaurant to see what time food was picked up; told close to an hour before delivery.  I only live 10/15 minutes from the restaurant.  I was also told a girl picked it up and not the guy that was on the order and delivered it.  Now I wonder if I should eat the food or not as they had it for an hour; who knows what they did to it.  All grubhub would do is a $5 promo code, but why as I will never be using there service again.   And I suggest Boone use their services."
5705,Grubhub,As usual the Grubhub driver was…,As usual the Grubhub driver was incompetent. There were clear instructions that our office is secured so ring bell and receptionist (that the driver can see through glass door) will let them in. Instead he set the delivery down outside down the hall where no one could see it.Roughly 2 of every 4 deliveries are wrong.,1,Is usual the Grubhub driver was incompetent. There were clear instructions that our office is secured so ring bell and receptions (that the driver can see through glass door) will let them in. Instead he set the delivery down outside down the hall where no one could see it.Roughly 2 of every 4 delivered are wrong.
5706,Grubhub,Quick Fix,In the need of a quick fix to find food GrubHub made it super easy to find what I was looking for,5,In the need of a quick fix to find food GrubHub made it super easy to find what I was looking for
5707,Grubhub,Grubhub website is user friendly,"Grubhub website is user friendly. I also like the real time update about the order. In Philadelphia area, their service is also very good in timely manner. Most of the time, I have received my orders in time or before time. So far I always had good experience with the customer service. Overall I am happy with my experience with them and would recommend others to give it a try.",5,"Grubhub webster is user friendly. I also like the real time update about the order. In Philadelphia area, their service is also very good in timely manner. Most of the time, I have received my orders in time or before time. To far I always had good experience with the customer service. Overall I am happy with my experience with them and would recommend others to give it a try."
5708,Grubhub,Satisfied,"For the most part, I have been satisfied. I did have a problem with an order, but when I contacted Grubhub, the problem was corrected.",3,"For the most part, I have been satisfied. I did have a problem with an order, but when I contracted Grubhub, the problem was corrected."
5709,Grubhub,WHY I Prefer Grubhub over DoorDash,I  feel like it's more to choose from on GrubHub and the delivery rates overall are better. Doordash gives you surprise totals at the end when you get ready to check out.I like the drivers from Grubhub.,5,I  feel like it's more to choose from on GrubHub and the delivery rates overall are better. Doordash gives you surprise total at the end when you get ready to check out.I like the drivers from Grubhub.
5710,Grubhub,Grubhub is really good,Grubhub is really good. In the beginning I had a problem with the delivery but they fixed it asap. I don't use any other delivery services. Highly recommend Grubhub to everyone.,5,Grubhub is really good. In the beginning I had a problem with the delivery but they fixed it sap. I don't use any other delivery services. Highly recommend Grubhub to everyone.
5711,Grubhub,Impeccable great service.,I'm always satisfied with GrubHub whenever there's any kind of discrepancies with my order you always correct it right then and there rather be a new order or discount or even put my money back to my card you're always very professional whenever I have to speak with a customer service representative overall I'm just a very satisfied customer with GrubHub and I will continue to support and recommend your services,5,I'm always satisfied with GrubHub whenever there's any kind of discrepancies with my order you always correct it right then and there rather be a new order or discount or even put my money back to my card you're always very professional whenever I have to speak with a customer service representative overall I'm just a very satisfied customer with GrubHub and I will continue to support and recommend your services
5712,Grubhub,The absolute BEST food delivery service.,"I've been a member a long time and I have almost always been happily satisfied with the service. I say almost always because there are occasional mishaps once in a blue moon. BUT, they have always taken care of the problem and remedied the issue in a way that was more than favorable to me. I use them almost every week and am extremely happy!",5,"I've been a member a long time and I have almost always been happily satisfied with the service. I say almost always because there are occasional bishops once in a blue moon. BUT, they have always taken care of the problem and remedied the issue in a way that was more than favorable to me. I use them almost every week and am extremely happy!"
5713,Grubhub,Love grubhub I have never had a bad experience. a bad…,Love grubhub never had have a bad experience,5,Love grubhub never had have a bad experience
5714,Grubhub,Easy peasy...,I just love the ease you can place your orders online with GRUBHUB!,5,I just love the ease you can place your orders online with GRUBHUB!
5715,Grubhub,What a complete joke,What a complete joke. Been a loyal GrubHub + account holder for years. I went and ordered my pick up like I do once a month using my $10/mth off a pickup order. No emails or notifications that says they were changing their service terms. Now we only get X amount per $1 spent. I didn't agree to any changes but they still billed me without the notification. Dirty pool GrubHub take my membership and shove it up your @$$. I get better deals with 7-11. I ordered food all the time for company lunches. Guess they won't be getting mine or my company monies anymore. Oh btw I work for a church with 400 mbrs who just seen my social media post about this.,1,That a complete joke. Been a loyal GrubHub + account holder for years. I went and ordered my pick up like I do once a month using my $10/th off a picked order. To email or modifications that says they were changing their service terms. Now we only get X amount per $1 spent. I didn't agree to any changes but they still killed me without the ratification. Dirty pool GrubHub take my membership and shove it up your @$$. I get better deals with 7-11. I ordered food all the time for company lunches. Guess they won't be getting mine or my company ponies anymore. Oh bow I work for a church with 400 mrs who just seen my social media post about this.
5716,Grubhub,For Kentucky residents,"For Kentucky residents, If you live outside of Louisville KY in the surrounding counties, DO NOT USE GRUB HUB. I won't use them again, they NEVER PICK UP YOUR ORDER or SHOW UP  and after 2 hours later, waiting hoping they'll show up, you end up canceling and eat a bologna sandwich or a bowl of cereal for dinner. If you use them call the restaurant to make sure they showed up. It's expensive to pay fees and delivery and they don't show..",1,"For Kentucky residents, Of you live outside of Louisville of in the surrounding counties, of NOT USE GRUB HUB. I won't use them again, they NEVER PICK of YOUR ORDER or SHOW of  and after 2 hours later, waiting hoping they'll show up, you end up concealing and eat a boulogne sandwich or a bowl of cereal for dinner. Of you use them call the restaurant to make sure they showed up. It's expensive to pay fees and delivery and they don't show.."
5717,Grubhub,Service is always great,"Service is always great , prompt and courteous. The drivers are clean and driving newer vehicles.",5,"Service is always great , prompt and courteous. The drivers are clean and driving newer vehicles."
5718,Grubhub,My driver stole money from my home when…,My driver stole money from my home when he delivered my order and grub hub told him they are not responsible and they could not do anything. They also still have the driver working for them. I am just so shocked by their responds. Please be very careful when using this service.,1,By driver stole money from my home when he delivered my order and rub hut told him they are not responsible and they could not do anything. They also still have the driver working for them. I am just so shocked by their responds. Please be very careful when using this service.
5719,Grubhub,I love how easy it was to order my food…,I love how easy it was to order my food from Shari’s it was very simple once I figured out what I wanted and the process was painless definitely recommend Grubhub to order food from Thanks sincerely Roy D Bowen II,5,I love how easy it was to order my food from Hair’s it was very simple once I figured out what I wanted and the process was painless definitely recommend Grubhub to order food from Thanks sincerely Boy D Owen of
5720,Grubhub,I'm always satisfied!,"I love the customer service and experiences that I receive. I've been using Grubhub for years, all up and down  the East Coast and I've honestly never had an issue with getting my messed up orders corrected.",5,"I love the customer service and experiences that I receive. I've been using Grubhub for years, all up and down  the Last Coast and I've honestly never had an issue with getting my missed up orders corrected."
5721,Grubhub,Two consecutive times ordered only to…,Two consecutive times ordered only to be cancelled. So I have to wait a week for the money to get back on my card. The customer service straight up lied and told me the McDonald's was closed. Really . The same McDonald's that has been at that location for decades. Lies. Never using the again. Even with my Amazon GrubHub plus deal. Pure garbage company.,1,Two consecutive times ordered only to be canceled. To I have to wait a week for the money to get back on my card. The customer service straight up lied and told me the McDonald's was closed. Really . The same McDonald's that has been at that location for decades. Lies. Never using the again. Even with my Amazon GrubHub plus deal. Sure garage company.
5722,Grubhub,I like grubhub the best then all the…,"I like grubhub the best then all the other i get , because the usually bring me my order correct closed up in a bag and no fresh and that's what I like about them I don't have that wood door dash at all and they don't join us on steals your money and they haven't yet so I'm  believing in Grub hub right now",5,"I like grubhub the best then all the other i get , because the usually bring me my order correct closed up in a bag and no fresh and that's what I like about them I don't have that wood door dash at all and they don't join us on steals your money and they haven't yet so I'm  believing in Rub hut right now"
5723,Grubhub,1st attempt to get whataburger…,"1st attempt to get whataburger delivery. Food delivered to wrong address. I know this because the driver sent a picture of my order during in front of someone's door.  Order cost me almost $20. Able to contact chat support for grubhub. Money to be refunded in 30 business days. I stated I don't want to wait 30 days, I want my food. Response was for an email worth $10 coupon. I responded I want my food. Disconnected. I'm hungry. Trying Favor. That's also a funny story.",1,"st attempt to get whataburger delivery. Good delivered to wrong address. I know this because the driver sent a picture of my order during in front of someone's door.  Order cost me almost $20. Able to contact chat support for grubhub. Money to be refused in 30 business days. I stated I don't want to wait 30 days, I want my food. Response was for an email worth $10 coupon. I responded I want my food. Disconnected. I'm hungry. Trying Favor. That's also a funny story."
5724,Grubhub,You guys are a bunch of piece of craps …,You guys are a bunch of piece of craps  for scamming my mom and then blocking my mom do I have to bring  lawyers in on this. Cuz I will I don’t give a,1,You guns are a bunch of piece of crops  for slamming my mon and then blocking my mon do I have to bring  lawyers in on this. Kuz I will I don’t give a
5725,Grubhub,Kind and courteous,Never had any problems with my deliveries and the food they have picked up.,5,Never had any problems with my delivered and the food they have picked up.
5726,Grubhub,Home Meal Delivery made Easy,We really appreciate being able to order meals and track home delivery.,5,He really appreciate being able to order meals and track home delivery.
5727,Grubhub,They have charged my card fraudulently…,They have charged my card fraudulently over 100 dollars for memberships and deliveries that I never signed up or used. When told about the fraud they refuse to stop the charges or refund me. A membership is a reoccurring  charge so even if you cancel your card and get a new one it willstill go through your bank. This is how they get around it and keep the fraud charges coming.,1,They have charged my card fraudulent over 100 dollars for membership and delivered that I never signed up or used. When told about the fraud they refuse to stop the charges or refund me. A membership is a occurring  charge so even if you cancel your card and get a new one it willstill go through your bank. His is how they get around it and keep the fraud charges coming.
5728,Grubhub,I had several bad experiences with my delivery,I had several bad experiences with my delivery. The first time the driver arrived 25 minutes late. The second time the driver canceled the order right before pick up and delayed 1 hour. The third time same thing the driver was late. We had to call the restaurant. And they were nice enough to deliver for us. Grubhun only refunded.  The delivery feefee and the driver's tip. I still have to pay for the service fee. I will never use this company again!,1,I had several bad experiences with my delivery. The first time the driver arrived 25 minutes late. The second time the driver canceled the order right before pick up and delayed 1 hour. The third time same thing the driver was late. He had to call the restaurant. And they were nice enough to deliver for us. Grubhun only refused.  The delivery feeble and the driver's tip. I still have to pay for the service fee. I will never use this company again!
5729,Grubhub,Splendid,"Fast, fair pricing on delicious treats.",5,"Last, fair pricking on delicious treats."
5730,Grubhub,My lunch order from a local soda…,My lunch order from a local soda fountain shop was delivered right on time- GrubHub does a great job of notifying you every step of the way. Would definitely recommend!,5,By lunch order from a local soda fountain shop was delivered right on time- GrubHub does a great job of notifying you every step of the way. Would definitely recommend!
5731,Grubhub,Great service,"Most of the time my order arrives on time & tasty. I use it frequently because I run my own business & can't leave or close for lunch.    The drivers are so pleasant, I've met a lot of wonderful people.   Thank you for providing this service.    I'm waiting on an order as we speak!",4,"Most of the time my order arrives on time & taste. I use it frequently because I run my own business & can't leave or close for lunch.    The drivers are so pleasant, I've met a lot of wonderful people.   Thank you for providing this service.    I'm waiting on an order as we speak!"
5732,Grubhub,I like grubhub better than most food…,"I like grubhub better than most food delivery companies. I know the food will arrive, be complete 99% of the time",5,"I like grubhub better than most food delivery companies. I know the food will arrive, be complete 99% of the time"
5733,Grubhub,Worst customer service I’ve ever…,Worst customer service I’ve ever experienced in my life. 3/4 of my order was not delivered. I asked for a refund and was told they couldn’t refund me but offered a 35$ credit which did not come close to the amount of money I was out for the food that was not delivered. I asked for the order to be redelivered and was told their system was not able to do that. So here I am out the money no food and hangry and pissed. I would stay as far away from this company as possible. I’ve never had an issue getting an order refunded or redelivered with Door Dash. Grub Hub is a crap company with crap customer service and crap solutions. Stay far far away.,1,Worst customer service I’ve ever experienced in my life. 3/4 of my order was not delivered. I asked for a refund and was told they couldn’t refund me but offered a 35$ credit which did not come close to the amount of money I was out for the food that was not delivered. I asked for the order to be delivered and was told their system was not able to do that. To here I am out the money no food and angry and passed. I would stay as far away from this company as possible. I’ve never had an issue getting an order refused or delivered with Door Wash. Rub Sub is a cap company with cap customer service and cap solutions. Stay far far away.
5734,Grubhub,We ordered Grub hub for 5 pm delivery…,We ordered Grub hub for 5 pm delivery as a gift for a friend with broken ankle.  Delivery guy arrived and Grubhub cancelled order.  I immediately reordered and for a second time Grubhub cancelled because the first guy left with the first order. He kept it. I finally ordered a third time. I called the manager and she made sure it got taken care off.  Grubhub apologized and offered free delivery if we sign up.   Terrible service. Our friend h go to order at 6:30,1,He ordered Rub hut for 5 pm delivery as a gift for a friend with broken ankle.  Delivery guy arrived and Grubhub canceled order.  I immediately ordered and for a second time Grubhub canceled because the first guy left with the first order. He kept it. I finally ordered a third time. I called the manager and she made sure it got taken care off.  Grubhub apologized and offered free delivery if we sign up.   Terrible service. Our friend h go to order at 6:30
5735,Grubhub,Super easy quick transaction,Super easy quick transaction! I never have an issue unless McDonald's themselves mess up the order. Usually it's on point but occasionally there is a mess up with the an item or the quantity.,5,Super easy quick transaction! I never have an issue unless McDonald's themselves mess up the order. Usually it's on point but occasionally there is a mess up with the an item or the quantity.
5736,Grubhub,This is my go to restaurant,This is my go to restaurant - serves the whole family with both flavorful Indian cuisine and Italian cuisine.,5,His is my go to restaurant - serves the whole family with both flavorful Indian quinine and Italian quinine.
5737,Grubhub,Grub Hub is the best!,"Grub Hub is the best!!  I cannot leave work at lunchtime because I only get 30 minutes.  With Grub Hub, I can order it and it gets delivered.  I can sit and enjoy my lunch instead of being rushed.",5,"Rub Sub is the best!!  I cannot leave work at lunchtime because I only get 30 minutes.  With Rub Sub, I can order it and it gets delivered.  I can sit and enjoy my lunch instead of being rushed."
5738,Grubhub,Here is the latest......stole money from my Venmo account,Here is the latest...... I ordered Grubhub 1 time on 12/12/2022. They have been taking $10.86 for 9 months out of my Venmo account. I didn't authorized this. I called their customer service to make a complaint and have this stop immediately. I asked for a refund they said they would only refund me for one month subscription to their program. I never signed up for a program or any subscription on their website. I ordered food once and that was it. I am now in the process of contacting Better Business Bureau and a lawyer. The customer service woman told me I could not talk to anyone else it was just her and that she would not refund me for the last 9 months subscription. And once again this is why I don't shop online and don't use these applications. They are thieves. What has this world come to. Full of scams and thieves. And they can get away with it. Who's going to put a stop to all the nonsense and people being taken advantage of us.,1,Were is the latest...... I ordered Grubhub 1 time on 12/12/2022. They have been taking $10.86 for 9 months out of my Teno account. I didn't authorized this. I called their customer service to make a complaint and have this stop immediately. I asked for a refund they said they would only refund me for one month subscription to their program. I never signed up for a program or any subscription on their webster. I ordered food once and that was it. I am now in the process of contracting Letter Business Bureau and a lawyer. The customer service woman told me I could not talk to anyone else it was just her and that she would not refund me for the last 9 months subscription. And once again this is why I don't shop online and don't use these applications. They are thieves. That has this world come to. Full of scars and thieves. And they can get away with it. Who's going to put a stop to all the nonsense and people being taken advantage of us.
5739,Grubhub,I have used Grubhub twice while…,I have used Grubhub twice while traveling and both times I requested eating utensils and did not get them. I contacted customers service and the refunded me $1.05. I had to trash the food and go out to eat. Grubhub has terrible customer service and I would not recommend the service.,1,I have used Grubhub twice while traveling and both times I requested eating utensils and did not get them. I contracted customers service and the refused me $1.05. I had to trash the food and go out to eat. Grubhub has terrible customer service and I would not recommend the service.
5740,Grubhub,Grubhub has always been a great…,Grubhub has always been a great experience for me. Never had any major problems.,5,Grubhub has always been a great experience for me. Never had any major problems.
5741,Grubhub,I liked the fact that my service is…,"I usually get good service from this vendor. So i prematurely gave a good rating, and a 20 percent tip. I wish i could take it all back. I finished my review prior to my pizza with a built in olive oil puddle that i assume my tip paid for. Anyway 45 minutes after i placed my order i got a phone call from my neighbor 2 houses down that the grub hub driver delivered my pizza to his house. The driver walked up to his landing and set my pizza down. Then walked off without letting anyone know it was there. Only as a coincidence my neighbor happened to look outside through his living room window and saw him walk off and leave. . So my neighbor went to see what happened. And by the grace of god my name was scribbled on the receipt.so i got my pizza. But the pizza had a puddle of olive oil and oregano all over it. I couldn’t eat it.so I called to let them know I didn’t want anything but complained to let them know what happened so they could school their peopl a little better . So the next moron like me doesn’t get ripped off. I thought that was the end of it . I thought wrong. I got a text that read i was charged an additional fee of just under a couple bucks for special directions on where to leave my pizza. That I didn’t do . So i basically paid them to rip me off. So that spun me into an angry mess. That nobody should ever be around. So im going to say this for everyone to be aware. Don’t order food from this poorly mismanaged restaurant. I can honestly say i only ordered a pizza. But that is what there known for. So im going to look at that as a representation of all their food. It’s a shame that th government doesn’t eat their. The global oil shortage could be solved their , there was enough of a spill on my pizza to fuel a small country. Maybe a continent.im sorry to say. I am extremely let down.also hungry.PS. I DIDN’T WANT TO SAY THE NAME OF THE RESTAURANT, BUT I HAD TIME TO THINK ABOUT IT. AND SINCE I DON’T THINK THEY WILL LEARN ANYTHING IF THE MANAGEMENT/OWNERS ARE UNAWARE OF THE WAY THIS BUSINESS IS RUN. DALIAS PIZZA, I HOPE THIS ISN’T A REFLECTION OF EVERYONE THAT WORKS THERE, INCLUDING THE GRUBHUB DELIVERY PEOPLE. BUT CONSIDERING THE 40 DOLLAR PLUS CHANGE IT COST ME FOR 1 LARGE OIL SLICKED PIZZA. I SHOULD HAVE GOTTEN BETTER.",1,"I usually get good service from this vendor. To i premature gave a good rating, and a 20 percent tip. I wish i could take it all back. I finished my review prior to my penza with a built in olive oil puddles that i assume my tip paid for. Anyway 45 minutes after i placed my order i got a phone call from my neighbor 2 houses down that the rub hut driver delivered my penza to his house. The driver walked up to his landing and set my penza down. When walked off without letting anyone know it was there. Only as a coincidence my neighbor happened to look outside through his living room window and saw him walk off and leave. . To my neighbor went to see what happened. And by the grace of god my name was scribbled on the receipt.so i got my penza. But the penza had a puddles of olive oil and organs all over it. I couldn’t eat it.so I called to let them know I didn’t want anything but complained to let them know what happened so they could school their people a little better . To the next moon like me doesn’t get gripped off. I thought that was the end of it . I thought wrong. I got a text that read i was charged an additional fee of just under a couple bucks for special directions on where to leave my penza. That I didn’t do . To i basically paid them to rip me off. To that spun me into an angry mess. That nobody should ever be around. To in going to say this for everyone to be aware. On’t order food from this poorly mismanaged restaurant. I can honestly say i only ordered a penza. But that is what there known for. To in going to look at that as a representation of all their food. It’s a shame that th government doesn’t eat their. The global oil shortage could be solved their , there was enough of a spill on my penza to fuel a small country. Maybe a continent.in sorry to say. I am extremely let down.also hungry.of. I DIDN’T WANT of SAY THE NAME of THE RESTAURANT, BUT I HAD TIME of THINK ABOUT of. AND SINCE I DON’T THINK THEY WILL LEARN ANYTHING of THE MANAGEMENT/OWNERS ARE UNAWARE of THE WAY THIS BUSINESS of RUN. DALIAS PIZZA, I HOPE THIS ISN’T A REFLECTION of EVERYONE THAT WORKS THERE, INCLUDING THE GRUBHUB DELIVERY PEOPLE. BUT CONSIDERING THE 40 DOLLAR PLUS CHANGE of COST of FOR 1 LARGE OIL SLICKED PIZZA. I SHOULD HAVE GOTTEN BETTER."
5742,Grubhub,The delivery guy turns up with NO delivery,"I order A LOT so I decided to try grubhub.  The delivery guy turns up with NO delivery, he forgot it at the restaurant. I contacted the costumer service while the delivery guy was driving away, but they insisted he's driving towards me and agreed to refund me only the sum of the tip. Delivery arrived 50 minutes late cold.",1,"I order A LOT so I decided to try grubhub.  The delivery guy turns up with of delivery, he forgot it at the restaurant. I contracted the costume service while the delivery guy was driving away, but they insisted he's driving towards me and agreed to refund me only the sum of the tip. Delivery arrived 50 minutes late cold."
5743,Grubhub,Expedite meal avoid traffic  convenient…,Expedite meal avoid traffic  convenient when schedule is full for the day,4,Expedite meal avoid traffic  convenient when schedule is full for the day
5744,Grubhub,No matter what issues I've had they…,"No matter what issues I've had they have been handled and resolved sane day. Always excellent customer service. They no there jobs ,how to satisfy the customer.",5,"To matter what issues I've had they have been handled and resolved sane day. Always excellent customer service. They no there jobs ,how to satisfy the customer."
5745,Grubhub,"I placed an order again with grubhub tonight, and after 2 hours, and repeated chats with their customer service, and nothing is done, this is not the first time they have screwed up.","If I could give no stars I would, absolutely the worst customer service, of the 5 orders placed not 1 was complete and correct,  and all you get with customer service is absolutely nothing, and you have to wait 5-7 days for a refund.I wouldn't recommend them at all...Infact I contacted the BBB on them and filed a complaint...Again DO NOT USE THEM",1,"Of I could give no stars I would, absolutely the worst customer service, of the 5 orders placed not 1 was complete and correct,  and all you get with customer service is absolutely nothing, and you have to wait 5-7 days for a refund.I wouldn't recommend them at all...Fact I contracted the BBB on them and filed a complaint...Again of NOT USE THEM"
5746,Grubhub,GrubHub is Top-Tier,"GrubHub is Top-Tier compared to other Delivery services in my humble opinion!! I haven't had a Driver get lost and where I live, they ALWAYS get lost or redirected to the Apartments next door to me. The Driver follows Delivery directions and even communicates back with me whenever I speak with them! :)",5,"GrubHub is Top-Bier compared to other Delivery services in my humble opinion!! I haven't had a River get lost and where I live, they ALWAYS get lost or directed to the Apartments next door to me. The River follows Delivery directions and even communicates back with me whenever I speak with them! :)"
5747,Grubhub,Grub hub bad choice,"Ordered Chinese. Waited for 2 hours on our order . Messaged driver to let him know he had not delivered out food as indicated on app. (Even checked with the front desk to see if they had seen him. Nope.) He never replied. Called grub hub. Went all through this with them. They said they would refund my money and order the food again at no charge. Waited another hour had no contact from anyone . Looked on my orders placed. The meals were both cancelled by Grub hub. Never let us know they had cancelled the 2 nd order. Meanwhile driver (Ryan) called trying to say we gave him the wrong address. It was correct on our  receipt. Will never use Grub hub again. Poor, poor service. This is day one of our vacation.",1,"Ordered Chinese. Waited for 2 hours on our order . Message driver to let him know he had not delivered out food as indicated on pp. (Even checked with the front desk to see if they had seen him. Hope.) He never replied. Called rub hut. Went all through this with them. They said they would refund my money and order the food again at no charge. Waited another hour had no contact from anyone . Looked on my orders placed. The meals were both canceled by Rub hut. Never let us know they had canceled the 2 nd order. Meanwhile driver (An) called trying to say we gave him the wrong address. It was correct on our  receipt. Will never use Rub hut again. Door, poor service. His is day one of our vacation."
5748,Grubhub,Terrible experience,Absolutely ridiculous- I ordered food and didn’t receive my order for over 2 hours. The person text said they were on the way at 630 (after an hour and 15 min of them driving towards the restaurant) and didn’t show up until after 730. I ordered my food which cost $150 for our family w a $10 tip at 5pm. What is wrong with y’all? You call this service? Door dash or Uber eats has never done this to us. Deleted the app and I wish I wouldn’t have tipped her $1.,1,Absolutely ridiculous- I ordered food and didn’t receive my order for over 2 hours. The person text said they were on the way at 630 (after an hour and 15 min of them driving towards the restaurant) and didn’t show up until after 730. I ordered my food which cost $150 for our family w a $10 tip at pm. That is wrong with y’all? You call this service? Door dash or Ober eats has never done this to us. Selected the pp and I wish I wouldn’t have tapped her $1.
5749,Grubhub,A cut above,"Grubhub is maybe 2 bucks more each order than the competitors but it's well worth it. The restaurant choices are superior. The way they treat their drivers. The are fair to customers and they care. Not greedy. Even in today's tough times I'd rather pay 2 bucks more and know a solid company is behind it than to risk losing 40 bucks from one that says ""oh well "" if order flops. Thanks Grubhub. You're top tier.",5,"Grubhub is maybe 2 bucks more each order than the competitors but it's well worth it. The restaurant choice are superior. The way they treat their drivers. The are fair to customers and they care. Not greedy. Even in today's tough times I'd rather pay 2 bucks more and know a solid company is behind it than to risk losing 40 bucks from one that says ""oh well "" if order flaps. Thanks Grubhub. You're top tier."
5750,Grubhub,Easy to navigate on App,Easy to navigate on App. Had a $10 coupon.,5,Easy to navigable on Pp. Had a $10 coupon.
5751,Grubhub,Easy in our Busy World!,"Ordering is easy.  We live in a rural area so tipping a more is essential,  but we don't mind because were asking someone to travel a few extra miles. Never a bad experience.",5,"Ordering is easy.  He live in a rural area so tapping a more is essential,  but we don't mind because were asking someone to travel a few extra miles. Never a bad experience."
5752,Grubhub,im lazy so food is good to get without…,im lazy so food is good to get without doing anything,5,in lazy so food is good to get without doing anything
5753,Grubhub,Always great,Always great. The food. The service. The deals.,5,Always great. The food. The service. The deals.
5754,Grubhub,From the floor to your mouth,"Time and time again grubhub driver leaves food on the floor and there is a chair right next to the door. They would not re make the order but wanted to give me 10 dollar discount on next order, wanted order remade and kept off the floor but that would cost them to much. Terrible customer service",1,"Time and time again grubhub driver leaves food on the floor and there is a chair right next to the door. They would not re make the order but wanted to give me 10 dollar discount on next order, wanted order made and kept off the floor but that would cost them to much. Terrible customer service"
5755,Grubhub,Order sent to wrong house,"I put in an order at 430 pm and at 6 o clock it was finally delivered but to the wrong house.  They told me well I sent you a picture of the house I dropped it off at, like that was going to help.  Then they told me when I went through customer service they can redo the order.  I told them no I didn’t want to wait another two hours I wanted a refund.",1,"I put in an order at 430 pm and at 6 o clock it was finally delivered but to the wrong house.  They told me well I sent you a picture of the house I dropped it off at, like that was going to help.  When they told me when I went through customer service they can red the order.  I told them no I didn’t want to wait another two hours I wanted a refund."
5756,Grubhub,I'm lazy as all heck,"I'm lazy as all heck. Grubhub is perfect for me. When I get home from work or if I'm just home, I don't want to leave for anything. Also would hate to lose my parking spot if I got a good one. This service is easy and there's decent variety for food. Sometimes the drivers are hit or miss (no pun intended), sometimes you get your food sometimes you don't. If you don't you get your refund pretty quick.",5,"I'm lazy as all neck. Grubhub is perfect for me. When I get home from work or if I'm just home, I don't want to leave for anything. Also would hate to lose my parking spot if I got a good one. His service is easy and there's decent variety for food. Sometimes the drivers are hit or miss (no put intended), sometimes you get your food sometimes you don't. Of you don't you get your refund pretty quick."
5757,Grubhub,"Unethical, deceitful and overpriced service",Grubhub will promise you credit $$ and then not give it to you. Customer service will say we can't give it to you unless you have a code. Where am I supposed to get the code from if it was never given to me. Grubhub is just a massive waste of time and money at this point. Going to start picking up my own carryout.,1,Grubhub will promise you credit $$ and then not give it to you. Customer service will say we can't give it to you unless you have a code. There am I supposed to get the code from if it was never given to me. Grubhub is just a massive waste of time and money at this point. Going to start picking up my own carrot.
5758,Grubhub,Rude and horrible customer service. Didn't read or listen to instructions.,"I was called a loser via text message from a driver because I said I was going to take the tip away for not reading my delivery instructions. He delivered to front door, but I'm not allowed to enter or exit out that door. I have to do the garage. It was on my delivery instructions and I even texted him 3 times prior to his arrival. He then texts me that I am a loser. Horrible customer service. His phone number is +13126263923. I don't appreciate his rude behavior",1,"I was called a lower via text message from a driver because I said I was going to take the tip away for not reading my delivery instructions. He delivered to front door, but I'm not allowed to enter or exit out that door. I have to do the garage. It was on my delivery instructions and I even tested him 3 times prior to his arrival. He then texts me that I am a lower. Horrible customer service. His phone number is +13126263923. I don't appreciate his rude behavior"
5759,Grubhub,We were given a gift card for $200.00,"We were given a gift card for $200.00, after my daughter passed away. We have been told there is a hold on it, and they cannot give us a reason for the hold. We tried to use it the day my daughter passed, because we had so many family and friends with us. We could not complete the order. I have called three times to resolve this issue and keep getting the run around. I’ve been told three times I would receive an email to resolve the problem, and so far, not one email.",1,"He were given a gift card for $200.00, after my daughter passed away. He have been told there is a hold on it, and they cannot give us a reason for the hold. He tried to use it the day my daughter passed, because we had so many family and friends with us. He could not complete the order. I have called three times to resolve this issue and keep getting the run around. I’ve been told three times I would receive an email to resolve the problem, and so far, not one email."
5760,Grubhub,Ordered a pizza from a pizza place 7…,"Ordered a pizza from a pizza place 7 miles from my house. The driver picked up the pizza at 4:24 and it wasn’t delivered until 5:06. While tracking the driver it seemed he was delivering other food. As you might have guessed the pizza was cold upon delivery. Grub hub offered a $5 credit to next order. That’s a joke. The food was cold because of their driver. Then in the instructions to the driver; ring door bell when delivered, that didn’t happen. It’s time to use other delivery service but in this case drive myself to the pizza place, make my own pizza and drive how, which would have been faster. Step up your game grub hub.",1,"Ordered a penza from a penza place 7 miles from my house. The driver picked up the penza at 4:24 and it wasn’t delivered until 5:06. While cracking the driver it seemed he was delivering other food. Is you might have guessed the penza was cold upon delivery. Rub hut offered a $5 credit to next order. That’s a joke. The food was cold because of their driver. When in the instructions to the driver; ring door bell when delivered, that didn’t happen. It’s time to use other delivery service but in this case drive myself to the penza place, make my own penza and drive how, which would have been faster. Step up your game rub hut."
